"1,Robert J Margalis,24,6135,SPM,Men,2007"
"34,Timothy L Thompson,27,3975,NEM"
"35,Joe Balocco,28,3850,FLAQ"
"36,Radford E Hallman,29,3760,UCLA"
"37,Brian D Klein,27,3750,TAM"
"38,Blair L Martin,27,3715,TAM"
"39,Joseph E Caruth,25,3600,NCMS"
"40,Noah I Normandin,25,3570,NEM"
"41,Miguel Ramirez,27,3530,LBG"
"42,Ryan Reed,28,3450,MHSC"
"43,Stephen J Vandenburg,27,3425,FLAQ"
"44,Justin J Jackson,26,3335,NEM"
"45,Eric P Winke,29,3045,SKY"
"46,Kushan Edussuriya,28,2775,MOST"
"47,Jason D Gradyan,28,2750,HSNM"
"1,Jason H Eaddy,30,5670,NEM"
"2,Matt Hooper,33,5500,FLAQ"
"2,Adam S Dawkins,31,5500,ISF"
"4,Walter M Bachtiger,33,5435,TAM"
"5,Jeffrey B Halbert,32,5415,ISF"
"6,Will B Simmons,31,5365,ISF"
"7,Benjamin M Morse,34,5235,MESC"
"8,Kyle A Browning,32,5190,NEM"
"9,Jeff R Pickett,32,5170,UCLA"
"10,Barry J Flightner,33,5150,NEM"
"11,Samuel E Gasowski,32,5120,DSSM"
"12,Ralph Sawyer,33,5100,MERR"
"13,Adlar Su,30,5025,NEM"
"14,David Gaggero,30,5000,TOC"
"15,Jeffrey Piland,32,4985,MELO"
"16,Steve E Brenner,31,4950,MICH"
"17,Kenneth A Frost,34,4840,TAM"
"17,Thayer H Thompson,32,4840,REDT"
"19,John H Reich,30,4810,SPM"
"20,Ed Stoner,33,4760,ADMS"
"21,Gil Sharon,32,4675,NEM"
"22,Stephen C Hicks,34,4640,DAMD"
"23,Brian J Kremers,33,4625,LBG"
"24,Marshall E Atnip,30,4620,SKY"
"24,John R Mendell,32,4620,UCLA"
"26,Seth P Terndrup,30,4550,NCMS"
"27,Clay Rahn,31,4530,RIDG"
"28,Josh D Gordon,33,4525,WMAC"
"28,James D Coffman,33,4525,NEM"
"30,Jarvis I Marlow,30,4500,HSNM"
"31,Henrik Stewenius,31,4420,SKY"
"32,Robert C Sutton,31,4400,ISF"
"32,Jason Tomlin,33,4400,RIDG"
"34,Mark Cronin,33,4390,CMYM"
"35,W Clif Cox,33,4385,SKY"
"36,Stephen Carter,31,4330,SMS"
"37,David Redinger,33,4320,SKY"
"37,Ed J Monterrubio,34,4320,SCAM"
"39,Eldar Beiseitov,31,4295,REDT"
"40,Douglas B Erickson,34,4265,TAM"
"41,Timothy W Gillaspie,34,4250,MOST"
"42,Michael R Beauregard,32,4245,UCLA"
"43,Christopher C Ramsey,34,4210,NEM"
"44,Christopher D Mauk,30,4200,SBAS"
"45,Fred W Thompson,31,4160,FGM"
"45,Kevin J Lahoda,31,4160,REDT"
"47,Lee Lewis III 33,4150,VMST"
"48,Parker J Morse,32,4120,MESC"
"48,Michael Pickard,30,4120,NEM"
"48,Joshua L Laplante,30,4120,NEM"
"51,Robb B Awe,32,4110,ISF"
"52,Trent E Hayden,30,4055,NEM"
"53,Brian Grover,31,4020,MERR"
"54,Caleb A Davis-fly,33,4000,NEM"
"55,Jonathan P Fischer,32,3955,UCLA"
"56,Jeff Liu,33,3935,LBG"
"57,Jason M Greenfield,30,3930,NCMS"
"58,Mark J Handel,33,3925,PNA"
"59,Malkeet Gupta,32,3920,UCLA"
"60,Charles Little,30,3825,IM"
"61,Drew H Giacobe,32,3780,LBG"
"61,Matt W Watkins,33,3780,FMM"
"63,Ophir Stern,30,3640,UCLA"
"64,Sean C Saunders,34,3580,SKY"
"65,Charles L Dimmler,32,3575,MELO"
"66,Daniel Dugan,33,3570,NEM"
"67,Elad Benjamin,32,3510,MELO"
"68,Arenas Velazquez,32,3490,UCLA"
"69,Lennard Hachmann,30,3480,MELO"
"70,Eric P Cheung,33,3400,FINS"
"71,David Grooters,33,3300,IAMA"
"72,David A Cuthbert,33,3260,PNA"
"73,James S Cisneros,34,3225,CRUZ"
"74,Rom Levitzky,31,3125,UCLA"
"75,Patrick L Rowe,30,2825,CRUZ"
"76,Tom A Morris,31,2610,DRM"
"1,Kurt F Dickson,39,5400,ARIZ"
"1,David E Kays,39,5400,PNA"
"3,Brian Benda,36,5390,BATC"
"4,Mark A Magee,39,5375,LVM"
"5,Andrew D Scheiner,38,5355,STAN"
"6,Lorenzo Benucci,39,5250,AWJ"
"6,Brad M Shenfeld,35,5250,UCLA"
"6,Michael A Ingardia,36,5250,MELO"
"9,Jeremy B Houchens,36,5200,ISF"
"10,Eric C Cornell,37,5075,VMST"
"10,Stephen P Arvedson,38,5075,DSSM"
"12,William C Sax,37,5015,GMUP"
"13,Timothy L Boyd,36,4980,GMUP"
"14,Matthew R Gilson,39,4910,NEM"
"15,Jeffrey J Jotz,36,4895,GSM"
"16,Adam J Steckley,36,4885,CRUZ"
"17,Michael L Power,38,4850,UCSB"
"18,Kevin J Scott,36,4845,HSNM"
"19,Philip G Spencer,39,4840,PNA"
"19,Peter Abdinoor,38,4840,NEM"
"21,Michael A Bell,38,4810,MICH"
"22,Keith D Shields,37,4790,MICH"
"23,Will C Neafsey,39,4785,MICH"
"24,Kenneth M Bixler,36,4740,LBG"
"24,John Fero,36,4740,ISF"
"26,Christian C Honeker,36,4735,NEM"
"27,David A Cloninger,37,4730,OREG"
"28,Josh P Foster,36,4725,NEM"
"29,Steve W Robling,36,4685,PALM"
"29,Timothy E Zimmer,36,4685,ISF"
"31,Stirling H Thomas,39,4665,NEM"
"32,David M Edwards,37,4645,DSSM"
"33,Aric L Gregson,36,4620,UCLA"
"34,Peter D Hepburn,36,4600,IM"
"35,Jim Foster,39,4595,AWJ"
"36,Michael G Schreyach,36,4590,UCLA"
"37,Stephen J Bosic,38,4570,NEM"
"38,Christopher T Hackett,36,4550,MICH"
"39,Leslie F Bleamaster,36,4530,MOST"
"40,Christopher E Paul,35,4525,UCLA"
"41,Bradley N Boodt,39,4500,MICH"
"42,Chris C Kellerman,36,4475,MELO"
"43,David Forsee,37,4470,ISF"
"44,Keenan R Hauke,35,4460,ISF"
"45,Allen F Hillman III 39,4440,NEM"
"46,Michael J Guirl,35,4425,MOST"
"47,Trey Harrison,36,4390,ISF"
"48,James E Rose,38,4355,ISF"
"49,Raymond H Garra,39,4350,MHSC"
"50,Raul J Feliciano,36,4335,CONN"
"51,Kelly B Brown,36,4325,COM"
"52,Jeffrey L Hewitt,38,4320,MELO"
"53,Todd M Juhlin,39,4300,IAMA"
"53,Jason M Schroedl,37,4300,MELO"
"55,Scott Moffet,39,4275,CMYM"
"56,Robin A Graham,35,4270,MELO"
"57,Allen L Raver,39,4260,NAST"
"58,Jaime R Balboa,38,4255,UCLA"
"59,Nathan W Sanford,37,4250,OREG"
"59,Jeffrey S Miller,39,4250,AVON"
"59,Daniel S Zimmerman,39,4250,IM"
"59,Edward A Merkling,38,4250,ISF"
"63,Medgar Marceau,37,4225,IM"
"64,John J Deberardinis,37,4200,DAMD"
"65,Mark K Alexander,39,4180,TVM"
"66,Troy A Soares,38,4175,MVM"
"67,Jeffrey A Burton,37,4150,FMM"
"68,Chip G Beard,38,4145,ARKM"
"69,Russell L Weaver,39,4050,FLAQ"
"70,Mark A Gill,38,4035,SKY"
"71,Randy J Irwin,39,4020,ISF"
"72,John Leonard,36,3975,MOST"
"73,Paul J Brent,37,3950,MICH"
"74,Steven C Veneman,37,3935,NEM"
"75,Douglas L Esch,39,3915,ARIZ"
"76,Sean Lewis,39,3890,MOST"
"77,Steve D Cramer,36,3855,TVM"
"78,Kurt Jackson,38,3850,DRM"
"79,Hassenin Raafat,35,3825,IM"
"80,Michael B Taylor,38,3820,MELO"
"81,Brian R Davis,38,3800,MELO"
"82,Steven M Clossick,35,3740,FGM"
"83,Erik C Loomis,37,3710,UNAT"
"84,Adam C Guild,37,3705,UCLA"
"85,Andrew W Whitford,37,3700,INWM"
"86,Paul J Gorman,38,3690,MELO"
"87,Mike D Nims,38,3650,UNAT"
"88,Joel Laino,37,3615,NEM"
"89,Tony S Kokjohn,39,3610,ISF"
"90,Dustin M Baker,35,3605,NEM"
"91,Chris J Waldhart-fly,35,3600,MOST"
"92,Matthew A Mizenko,39,3575,MELO"
"93,Mark D Wholey,36,3570,NEM"
"94,Jonathan Doherty-breast,37,3520,MOST"
"94,Malcolm F Rowe,36,3520,REDT"
"96,Bill Donnelly,39,3510,UNAT"
"97,Matt J Stimson,36,3470,MELO"
"98,Chris Keath,39,3435,SKY"
"98,Rohan W Mahy,36,3435,CRUZ"
"100,Michael Thornton,36,3250,NEM"
"101,Michael A Voice,38,3230,UCLA"
"102,Jason A Burnett,35,3225,SKY"
"103,Kenneth M Fine,38,3220,MELO"
"104,Roy Artal,37,3110,UCLA"
"105,Christopher A Shannon,39,3080,NEM"
"106,Christopher Tapper,39,3045,LBG"
"107,Martin T Sanchez,39,2900,COLM"
"107,Luis Balaguer,39,2900,IM"
"109,Jon Shalowitz,39,2885,LOM"
"110,Mike Browning,39,2725,DRM"
"111,Mark H Anderson,39,2660,VSC"
"112,Paul E Jacobson,36,2575,VSC"
"1,Mike G Shaffer,41,5750,VCM"
"2,Jeff T Erwin,42,5700,SAWS"
"3,Gerry A Rodrigues,44,5625,UCLA"
"4,Randy M Eickhoff,41,5475,UCLA"
"5,Robbie E Allen,41,5335,SKY"
"6,Doug D Stewart,42,5330,OREG"
"7,Hardy C Lussier,41,5255,OREG"
"8,Tim K Hedrick,43,5220,VCM"
"9,Rob Jones,41,5170,UNAT"
"10,Todd E Arris,41,5165,TOC"
"11,Scott M Frederick,40,5140,GAJA"
"12,Matthew N Dixon,44,5135,AKMS"
"13,Dale Mercker,40,5100,SKY"
"14,Arthur J Boyko,40,5090,DUTC"
"15,Dave Pushka,43,5050,IM"
"16,Kurtis C Baron,42,4940,VCM"
"17,Daniel C Smith,44,4930,PNA"
"18,Kris Calvin,44,4900,OREG"
"19,David J Barra,41,4870,ADMS"
"20,Simon A Millar,41,4845,UCLA"
"21,Robert E Higley,41,4795,OREG"
"22,Brian J Lichtenwalter,40,4780,CRUZ"
"23,Michael R Stokes,44,4730,UCLA"
"24,Kevin J Hunt,43,4685,NEM"
"25,Spencer B Neyland,41,4675,REDT"
"26,Tim K Sheeper,43,4670,MELO"
"27,Keith E Wilson,42,4660,MELO"
"28,Steve T Fredricks,41,4645,TAM"
"29,Michael R Wright,44,4575,ISF"
"30,James F Jonsson,44,4565,UTAH"
"31,Jim McIntyre,44,4555,NEM"
"32,Robert S LeVine,42,4550,NCMS"
"32,Mark J Schactman,40,4550,MARY"
"32,Craig J Hubert,42,4550,JAM"
"35,Gerald E Anderson,42,4540,DSSM"
"35,Scott McPherson,40,4540,CMYM"
"37,William S Cleveland,41,4500,SMS"
"38,Sherwick E Min,40,4455,MVM"
"39,Jon D Haveman,42,4440,TAM"
"40,Hendrik J Meerman,44,4435,CRUZ"
"41,Andy J Fischer,40,4425,FLAQ"
"42,Richard Ransdell,43,4420,SKY"
"43,Jim A Lasersohn,41,4405,PNA"
"44,Tim R Legge,41,4400,IAMP"
"45,Michael Parry,42,4385,CONN"
"46,Nick Gardner,41,4375,UCLA"
"47,Glen A Zimmermann,43,4345,1776"
"47,David Williamson,42,4345,1776"
"49,Steve D Wursta,41,4335,OREG"
"50,Gary A Cundiff,41,4325,NEM"
"51,John C Henze,43,4310,LOM"
"52,Steven L Scribner,40,4295,MICH"
"53,David Perelstein,44,4285,MOST"
"54,Robert A Bonsall,43,4275,1776"
"55,David P Riley,44,4265,NEM"
"55,Scott R Culbertson,44,4265,OREG"
"55,Elvis L Ruiz,43,4265,MOST"
"58,Steve C Knoell,44,4250,UCI"
"59,Timothy A Eddy,44,4225,DUTC"
"60,Thomas M Evans,41,4215,CMS"
"61,Randy L Mertes,44,4210,ARKM"
"62,Michael E Landa,40,4200,UCLA"
"63,Russ S Kissel,42,4195,MICH"
"64,Ian C Thompson,44,4175,SWFA"
"64,Rick Vavul,42,4175,ISF"
"64,Stephen M Dunkle,44,4175,ECAM"
"67,Michael J Hennessey,40,4155,MOST"
"68,Sherman R Hall,44,4140,MELO"
"69,Joe P Mulcare,41,4130,DRM"
"70,Eric E Grubel,44,4125,DSSM"
"70,Utley Noble,43,4125,UNAT"
"70,Amadeo Quiroga,44,4125,FLAQ"
"70,John R Doty,42,4125,NEM"
"74,Kenneth A Iczkowski,42,4115,FACT"
"75,Lieven Vandenberghe,42,4110,UCLA"
"76,Chris Gaarder,42,4100,OREG"
"77,Tom P McGuill,43,4060,NEM"
"78,Andrew A Duenow,41,4040,AKMS"
"79,David Gingold,40,4030,NEM"
"80,Glenn A Cunha,44,4025,NEM"
"81,Mike L Bailey,42,4015,PNA"
"82,Kevin J Murphy,40,4000,NEM"
"82,Peter J Marucci,40,4000,BTAM"
"82,Michael Silvers,42,4000,DAMD"
"85,Paul Bonin,43,3990,MOST"
"86,Randall R Carver,41,3975,MOST"
"87,Mark R Hiskes,44,3970,ISF"
"87,Robert L McDaniel,44,3970,ISF"
"89,Don Anderson,42,3965,SSMS"
"89,Christopher Bobo,44,3965,SSMS"
"91,Scott M Lillis,40,3960,JAM"
"92,Christopher D Willms,44,3950,NCMS"
"92,John C Kramer,40,3950,MHSC"
"94,Kenneth A Barbee,42,3945,UNAT"
"95,Ken D Brisbin,41,3880,LBG"
"96,Charles P Rainey,42,3870,DSSM"
"96,Christian Kasseck,41,3870,UCLA"
"98,William S Marshall,43,3860,COM"
"99,Mike Chen,42,3850,SPM"
"100,Denis R Pelletier,42,3835,NEM"
"100,Greg D Bremer,41,3835,MM"
"100,Akiharu Miyagi,43,3835,*SC"
"103,Patrick M Dodd,42,3830,UCLA"
"104,Brent R Anderson,44,3825,MOST"
"105,Richard A Knipe,44,3820,SPM"
"106,Bradley J Reynolds,44,3810,MPSC"
"107,Thomas B Witmer,40,3800,NIAG"
"107,Peter S Alfino,44,3800,CMS"
"107,Randall B Turner,41,3800,PMST"
"110,Robert C Albright,41,3785,MINN"
"111,Michael Reed,41,3750,ISF"
"112,Jason Ramos,43,3740,RIDG"
"113,Brent R Hurwitz,44,3735,UCLA"
"114,Kurt Laughbaum,44,3730,RIDG"
"114,Reisuke Konishi,40,3730,*SC"
"116,John Maple,44,3725,EXCL"
"117,Steve Lisle,40,3715,ARKM"
"118,John C Parker-fly,43,3705,CRUZ"
"119,Raymond Toy,40,3690,CMYM"
"120,Jay S Rector,44,3685,MOST"
"121,Mike Karbouski,41,3650,WMAC"
"121,Geoffrey C Comstock,44,3650,MOST"
"123,Franklin W Duck,40,3635,ISF"
"124,Ashley Miller,41,3625,UCLA"
"125,Barrett Powers,44,3610,ISF"
"126,Gregory L Darbonne,41,3550,LBG"
"126,Daniel C Joyner,44,3550,ISF"
"128,Rutger Engbersen,41,3485,OREG"
"128,Douglas A Kabel-fly,41,3485,OREG"
"130,Guy L Merchant,43,3480,UCLA"
"131,Jeffrey H Caplan,42,3425,GAJA"
"132,Oliver H Sudre,43,3420,DSSM"
"133,Kevin M McIntyre,41,3415,NEM"
"134,William H Finch,41,3400,CSI"
"135,Dan A Turner,44,3370,DRM"
"136,Michael S Gruber,44,3330,UCLA"
"137,Thomas Majerek,44,3300,IAMP"
"138,Karsten Kalthoff,40,3290,FLAQ"
"139,Gregory Cooke,40,3225,UCLA"
"140,Heriberto J Delgado,43,3200,SPCO"
"140,Barry D Friedman,44,3200,MPSC"
"142,John S Aker,42,3180,ISF"
"143,Robert A Payne,44,3170,LBG"
"144,Glenn M Garcia,41,3155,MOST"
"145,Christopher Wee,41,3125,FGM"
"145,John Roberts,41,3125,MOST"
"147,John C Werner-breast,43,3095,LBG"
"148,Mike R Miranda,44,3070,LBG"
"149,Andres Mulet,44,3055,MOST"
"150,Mark W Roberson,42,3010,NCMS"
"151,David M Craig,41,3000,ISF"
"152,Bill Maine,44,2965,NEM"
"152,Nataniel Garcia,41,2965,NEM"
"154,Samuel W Wu,40,2950,MHSC"
"155,Charles W Smith,41,2735,1776"
"156,David G Weingard,43,2510,REDT"
"157,Paul W Martin,44,2100,SKY"
"158,Vincent P Callanan,43,1850,1776"
"1,Roger Von Jouanne,45,5265,MATT"
"2,Jeff Moxie,48,5120,DSSM"
"3,Stewart Weaver,49,5095,NIAG"
"4,Joe S Dunn,48,5050,SRM"
"4,Steve Wood,46,5050,RIDG"
"6,Jim Barber,47,5000,ISF"
"7,Peter P Neilley,46,4965,NEM"
"8,Doug Asbury,47,4955,OREG"
"8,Lincoln P Djang,47,4955,INWM"
"10,Larry Richardson,47,4925,NEM"
"11,Brad L Roby,45,4920,ISF"
"12,Chris A French,45,4915,NEM"
"13,Joe Delaney,45,4875,TAM"
"13,Mark E Alexander,48,4875,NEM"
"13,David Sebastian,45,4875,IM"
"16,Bill Mc Cracken,45,4870,TVM"
"17,Stephen T Washburn,48,4860,SCAM"
"18,Michael D Smith,45,4825,ISF"
"18,Thomas W Emison,48,4825,MINN"
"20,Thomas A Grandine,48,4755,PNA"
"21,Bart L Graham,46,4740,AWJ"
"22,Chris Layton,48,4700,IM"
"23,Dag L Seymour,48,4675,CMS"
"24,Jim Amick,45,4640,RIDG"
"25,Mark Doyle,47,4635,NCMS"
"25,Cameron D Rose,46,4635,SAWS"
"27,Rob Mulqueen,46,4630,RIDG"
"28,Michael Degroat,47,4610,1776"
"29,Bruce K Sawhill,49,4600,CRUZ"
"30,Michael Johmann,45,4580,SKY"
"31,Wadi N Farach,45,4575,DSSM"
"32,John S Andrews,48,4570,FLAQ"
"32,Marty Hendrick,48,4570,FLAQ"
"34,Ronald W Niedrich,47,4560,SMS"
"35,David S Heller,49,4550,OREG"
"35,Craig O Siegel,48,4550,NCMS"
"35,Jeff Spencer,48,4550,ARKM"
"35,Scott F Marshall,45,4550,MELO"
"39,John R Gleason,49,4540,HSNM"
"40,Tim McGough,49,4530,MERR"
"41,David A Schubert,45,4520,NEM"
"41,Keith Haden,45,4520,SSMS"
"43,Michael N Hirst,46,4510,NEM"
"43,Brian A Cummings,47,4510,ISF"
"45,Bryan E Boggs,45,4490,ISF"
"46,Jim P Duffy,49,4460,NEM"
"47,Paul A Silka,45,4455,UCLA"
"48,Ken M Perantoni,49,4450,PNA"
"49,Brian A Russell,49,4425,PNA"
"49,Kenneth P Gutowski,48,4425,MICH"
"51,Ed J Barth,48,4420,NEM"
"51,Keith L Higginbottom,49,4420,IAMP"
"53,Rick Hrabchak,47,4400,JAM"
"54,Eric Dybdahl,46,4375,PNA"
"54,Greg J Pottie,45,4375,UCLA"
"56,Warren B Mori,47,4350,UCLA"
"56,Kent L Ivey,46,4350,HSNM"
"58,Chris Campbell,45,4345,MVM"
"59,Bill H Sumerfield,46,4340,OREG"
"60,Jarrett D Newby,49,4325,NIAG"
"61,Chuck L Neumann,48,4320,UNAT"
"62,Jon H Mesmer,48,4310,PMST"
"63,James C Silk,47,4295,TVM"
"64,Malcolm Stone,49,4285,NEM"
"65,Joe F Aumiller,49,4280,MICH"
"66,Brent H Scoville,49,4275,OREG"
"67,Kurt A Stoll,47,4265,TVM"
"68,John V Dolan,49,4260,NEM"
"69,Konrad Fritz,46,4250,UNAT"
"69,Richard J Risso,47,4250,CRUZ"
"71,Gregory H Blaine,48,4245,LOM"
"72,Michael S Kazek,45,4235,CMAM"
"73,Daniel B Mullet,49,4225,FACT"
"73,Steve D Hugo,49,4225,IAMA"
"75,Bruce E Morey,49,4210,MICH"
"75,Steven C Richey,46,4210,MOST"
"77,Bill Miller,49,4205,NCMS"
"78,Tom W Fields,46,4200,DSSM"
"78,Peter B Turner,47,4200,SPCO"
"80,Tom A Barnes,49,4175,ISF"
"81,William S Simonet,46,4165,DSSM"
"82,Woods Wannamaker,46,4150,NEM"
"82,Joseph P Davis,48,4150,MELO"
"84,Chuck Burr,49,4125,RIDG"
"85,Douglas M Roth,45,4120,MESC"
"86,Andy Mascheroni,49,4115,TAM"
"87,David K Finch,49,4090,NEM"
"88,Daniel D Nardozzi,47,4085,SPM"
"88,Russell S Stanton,48,4085,NEM"
"90,Robert I Ballou,46,4070,NEM"
"90,Ashley Welke,47,4070,*QTW"
"90,Philip J Schoepke,45,4070,NEM"
"93,Wesley Hein,47,4030,UCLA"
"94,John F O'Dea,48,4025,ISF"
"95,David O Nobles,46,4020,COM"
"96,Paul G O’Brien,47,4010,NCMS"
"97,Alan N Berro,46,4005,UCLA"
"98,Christian M Nelson,49,4000,SCAM"
"98,Gary E Swart,45,4000,MELO"
"100,William L Phillips,46,3985,FLAQ"
"101,Dan Hood,46,3980,MICH"
"102,Michael Harrill,47,3960,ISF"
"103,Chic Chark,46,3950,ISF"
"103,Rich Heimann,47,3950,1776"
"105,Israel Robles,45,3920,MOST"
"106,Steven R Erickson,49,3905,MICH"
"107,Dwight Dickerman,45,3900,NCMS"
"108,Jon Fairhurst,48,3895,OREG"
"109,Ernest E Beauvais,45,3890,NCMS"
"110,Bill Gerber,49,3875,UCLA"
"111,Jeffrey E Bush,48,3840,1776"
"112,David J Correia,49,3825,FGM"
"113,David Fung,48,3795,MVM"
"114,Paul N Roberts,49,3775,UNAT"
"114,Michael R Peck,46,3775,ISF"
"114,Patrick L Watson,48,3775,HSNM"
"117,Bill Sweeney,49,3770,FGM"
"118,Brian E Zenger,46,3760,TVM"
"118,Steven S Maves,46,3760,ISF"
"120,Bennett B Goldberg,47,3750,NEM"
"121,Sean K Lehman,45,3745,TVM"
"122,Paul F Stoermer-back,46,3740,PNA"
"123,Peter S Virok,48,3735,VMST"
"123,Bob J Dunsford,49,3735,FGM"
"125,John M Weiss,45,3730,ISF"
"126,Hubert C Williams,46,3725,NCMS"
"127,John P Dionne,46,3705,NEM"
"128,Yuji Utsumi,47,3700,LBG"
"128,Scott R Tuttle,48,3700,ISF"
"128,Stephen R Hunt,49,3700,NEM"
"131,Jon G Morris,49,3625,CMYM"
"132,Craig D Harrison,47,3605,PMST"
"133,Carl E Thomsen,47,3600,OREG"
"134,Richard Hrybyk,48,3570,CMYM"
"135,Jerry McHugh,49,3550,CMS"
"135,Tom K Merrell,46,3550,ISF"
"137,Robert Ferrell,46,3525,ISF"
"138,Ray W Senechal,47,3510,NEM"
"139,Bob McLaughlin,48,3500,JBMS"
"140,Peter W Jefferson,48,3495,NEM"
"141,Scott White,48,3490,LBG"
"142,Tim Zuelke,48,3480,SSMS"
"142,Bradford A Lynch,49,3480,SSMS"
"144,Thomas R Sturmer,46,3460,ISF"
"144,Michael J Sopher,48,3460,UCLA"
"146,Carl J Hefflefinger,46,3455,NEM"
"147,Mitch Roob,45,3425,ISF"
"148,Steve D Koch,49,3390,OREG"
"148,Lou Hill,48,3390,*QTW"
"150,Leo S Morales,46,3375,UCLA"
"151,Robert H Jaeske,47,3345,1776"
"152,Mike J Kearns,45,3325,DRM"
"153,Courtney A Blanchard,48,3290,INWM"
"154,Dean P Willmore,45,3250,HSNM"
"155,Marty P Engel,49,3240,UNAT"
"156,David B Bunker,47,3200,LBG"
"157,Scott A Novogoratz,49,3175,WMAC"
"158,Jeff Schechter,49,3170,MOST"
"159,David Domrese Ginn,47,3155,NCMS"
"160,David J Boothby,48,3150,NEM"
"161,Matt C Guzik,47,3145,MM"
"162,Chris D Foster,48,3140,CRUZ"
"163,Mustafa M Pinarbasi,45,3100,MHSC"
"164,Bobby Neeb,48,3090,IM"
"165,Dan Geist,49,3060,NEM"
"166,John V Dignard,49,3050,NEM"
"167,David P Champagne,46,3030,TAM"
"168,Lawrence M Hopp,48,3000,UCLA"
"169,Andrew S Pomerantz,46,2945,UCLA"
"170,Robert S Oppenheim,46,2930,RGSC"
"171,Bill DeWeese,45,2850,ISF"
"172,Bill Kerns,48,2830,NCMS"
"173,Harold L Rosenberg,49,2685,UCLA"
"174,Paul Cajka,49,2480,SYSM"
"175,Greg C Gaffney,48,2450,MELO"
"176,Charles Oswald-kick,46,1910,MOST"
"1,Sandy M Mac Donald,51,5485,SMST"
"2,Robert M Hansen,52,5180,GMUP"
"3,Kern M Davis,52,5155,SPM"
"4,James A Stewart,50,5125,MINN"
"5,John S Hughes,53,4950,CMS"
"6,John N Nunnelly,54,4940,NEM"
"7,Timothy C Kennedy,50,4930,SPM"
"8,Scott M Lautman,54,4920,PNA"
"8,Tim D Erickson,50,4920,FLAQ"
"10,John A Fields,50,4815,AWJ"
"11,Fred R Bartlett,50,4725,NEM"
"12,Ron J Emhoff,51,4720,TVM"
"12,Trenholm Walker,54,4720,PALM"
"14,Christopher C Nolte,50,4675,CMS"
"15,Barney Heller,52,4670,1776"
"16,Geoff Spellberg,50,4585,TAM"
"17,Bill R Fenner,51,4565,PNA"
"18,Scott J McAllister,52,4520,OREG"
"19,Ken Calvert,50,4515,SKY"
"19,John R Erb,50,4515,DCM"
"21,David Speier,50,4500,DAMD"
"21,David C Bright,53,4500,NEM"
"21,Chris Hauty,50,4500,UCLA"
"24,Jim C Tull,53,4455,TAM"
"25,Mark Wright,53,4450,MERR"
"25,Coak Matthews,51,4450,ARKM"
"27,John DeWit,54,4445,PNA"
"28,Robert N Tveitmoe,54,4440,CMS"
"29,Mike Phillips,50,4420,UNAT"
"30,Doug Brockbank,53,4400,OREG"
"31,Jeremiah J Fitzgibbon,50,4390,NEM"
"32,Patrick R Long,50,4375,DAM"
